iter	Logloss
643	0.2408949289
644	0.2407019501
645	0.240511045
646	0.2403233898
647	0.2401018897
648	0.2399761827
649	0.239687968
650	0.2394781519
651	0.2392424918
652	0.2390587983
653	0.2388222716
654	0.2386322331
655	0.2385060154
656	0.2384157161
657	0.238282194
658	0.2381099523
659	0.2378049622
660	0.2376405511
661	0.2373900501
662	0.2371854337
663	0.2370159157
664	0.236825382
665	0.2366710454
666	0.2365056438
667	0.2362671672
668	0.2359689554
669	0.2358158104
670	0.2357427199
671	0.2356195508
672	0.2354929771
673	0.2352925237
674	0.2351631954
675	0.2350161477
676	0.2348698119
677	0.2346600577
678	0.2345804056
679	0.2344375517
680	0.2342813736
681	0.2341475729
682	0.2339600259
683	0.2337984778
684	0.2336297645
685	0.2333874964
686	0.2332087704
687	0.2330628679
688	0.2327840933
689	0.2325864099
690	0.2324600065
691	0.2323030236
692	0.2321566568
693	0.2319879899
694	0.231819385
695	0.2315632663
696	0.2313807025
697	0.2311820133
698	0.2310652665
699	0.2309157428
700	0.2308017042
701	0.2306704415
702	0.2304660727
703	0.230323807
704	0.2301524938
705	0.2300446918
706	0.2298348758
707	0.229682814
708	0.2294904543
709	0.2293413638
710	0.2291445471
711	0.2289353346
712	0.2288144558
713	0.2286822955
714	0.228422958
715	0.2282201987
716	0.2280257343
717	0.227886935
718	0.2277303854
719	0.2275927313
720	0.2274205206
721	0.2272295536
722	0.2272134282
723	0.2270450863
724	0.2267392141
725	0.2265748649
726	0.2263581932
727	0.2262003436
728	0.2260654906
729	0.2259482486
730	0.2257611814
731	0.2255978226
732	0.2255069663
733	0.225351469
734	0.2251905399
735	0.2249719028
736	0.2248289406
737	0.2246134296
738	0.2243311884
739	0.2242367418
740	0.2240673166
741	0.2238853408
742	0.2237209142
743	0.223411297
744	0.2231232061
745	0.2230147232
746	0.2227518883
747	0.2224626986
748	0.2222532385
749	0.2220482817
750	0.2217845027
751	0.2215800875
752	0.2213627504
753	0.2212118029
754	0.2211316865
755	0.2209164385
756	0.2208221312
757	0.2205916708
758	0.2203818857
759	0.2201952518
760	0.2200774992
761	0.2198542349
762	0.2196313576
763	0.219547264
764	0.2193660001
765	0.2192303578
